source_website,source_type,title,publish_time,content,keywords,keyword_count,sentiment,content_length,title_length,url,collection_time,data_count,company_id,news_type,company_name
36氪,其他,AMD在大数据领域取得突破,2026-07-03,AMD今日宣布，将在未来4年内投资98亿元用于研发创新和市场拓展。公司表示，这一投资将有助于保持其在技术领域的领先地位，推动公司长期健康发展。,AMD,1,中性,71,13,https://example.com/yuqing?yuqingId=2055669563&keyword=AMD,2026-01-02 19:22:52,,1,其他,AMD
新浪财经,新闻,AMD发布2026年第二季度财报，营收同比增长44%,2026-02-23,"AMD今日宣布推出""生态建设""计划，目标是构建良好生态。该计划将涵盖技术研发、市场拓展等多个方面，预计将投入88亿元。",AMD,1,中性,59,26,https://example.com/yuqing?yuqingId=6552828055&keyword=AMD,2026-01-02 19:22:52,,1,新闻,AMD
爱企查,其他,B站推出新产品,2026-01-28,近日，B站在业务发展方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,B站,1,中性,41,7,https://example.com/yuqing?yuqingId=7960002176&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
爱企查,其他,B站发布新公告,2024-05-05,近日，B站在技术创新方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,B站,1,中性,41,7,https://example.com/yuqing?yuqingId=5595998540&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
新浪财经,新闻,B站业务规模突破10亿用户,2023-01-10,"B站今日宣布推出""绿色发展""计划，目标是推动技术创新。该计划将涵盖技术研发、市场拓展等多个方面，预计将投入98亿元。",B站,1,中性,58,13,https://example.com/yuqing?yuqingId=5236320554&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
36氪,其他,B站推出全新产品，受到消费者追捧,2025-08-23,B站研究院今日宣布在人工智能领域取得重大突破，成功开发了新一代技术。这一成果标志着B站在该领域的研究进入国内领先行列。,B站,1,中性,59,16,https://example.com/yuqing?yuqingId=8838955470&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
爱企查,其他,B站在自动驾驶领域取得突破,2026-07-02,B站研究院今日宣布在自动驾驶领域取得重大突破，成功发表了重要论文。这一成果标志着B站在该领域的研究进入国内领先行列。,B站,1,中性,58,13,https://example.com/yuqing?yuqingId=7666729433&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
经济日报,其他,B站业务规模突破100亿元,2024-03-04,B站今日宣布其本地生活业务规模突破100亿元，成为行业内的重要参与者。业务负责人表示，将继续扩大市场份额。,B站,1,中性,53,13,https://example.com/yuqing?yuqingId=7035705663&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
36氪,其他,B站旗下智能硬件业务实现快速增长,2026-10-12,B站今日宣布其智能硬件业务规模突破10亿用户，成为行业内的重要参与者。业务负责人表示，将继续扩大市场份额。,B站,1,中性,53,16,https://example.com/yuqing?yuqingId=1466510604&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
证券时报,其他,B站发布新公告,2025-07-02,近日，B站在市场拓展方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,B站,1,中性,41,7,https://example.com/yuqing?yuqingId=3413665799&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
新浪财经,新闻,B站获得行业权威奖项，彰显技术实力,2023-04-10,B站旗下电商业务2023年第二季度实现快速增长，营收同比增长42%。增长主要得益于核心业务的强劲表现。,B站,1,中性,51,17,https://example.com/yuqing?yuqingId=9322797454&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
证券时报,其他,B站推出全新产品，口碑良好,2025-11-17,B站今日发布2025年第三季度财报，数据显示公司营收同比增长13%，净利润同比增长17%，远超市场预期。公司表示，增长主要得益于核心业务的强劲表现和新业务的快速发展。,B站,1,中性,83,13,https://example.com/yuqing?yuqingId=3874356400&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
经济日报,其他,B站宣布重大投资计划，布局未来发展,2024-08-04,B站今日宣布，将在未来2年内投资94亿元用于研发创新和市场拓展。公司表示，这一投资将有助于保持其在技术领域的领先地位，推动公司长期健康发展。,B站,1,中性,70,17,https://example.com/yuqing?yuqingId=8800276292&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
新浪财经,新闻,B站取得新进展,2026-09-28,近日，B站在市场拓展方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,B站,1,中性,41,7,https://example.com/yuqing?yuqingId=8928642360&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
新浪财经,新闻,B站获得行业权威奖项，彰显技术实力,2023-04-22,"B站今日宣布推出""生态建设""计划，目标是构建良好生态。该计划将涵盖技术研发、市场拓展等多个方面，预计将投入43亿元。",B站,1,中性,58,17,https://example.com/yuqing?yuqingId=3501243464&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
科技日报,其他,B站宣布重大投资计划，布局未来发展,2025-02-16,B站旗下AI业务2025年第三季度实现快速增长，营收同比增长18%。增长主要得益于全球化战略的成功。,B站,1,中性,50,17,https://example.com/yuqing?yuqingId=3155951059&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
界面新闻,其他,B站旗下自动驾驶业务实现快速增长,2024-03-15,"在近日举办的行业大会上，B站凭借其在技术创新和产品质量方面的卓越表现，获得了""最佳企业奖""。这一奖项的获得，充分彰显了B站在行业内的技术实力和领先地位。",B站,1,中性,76,16,https://example.com/yuqing?yuqingId=3215287852&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
证券时报,其他,B站推出全新产品，受到消费者追捧,2025-05-18,"在近日举办的行业大会上，B站凭借其在技术创新和产品质量方面的卓越表现，获得了""最佳企业奖""。这一奖项的获得，充分彰显了B站在行业内的技术实力和领先地位。",B站,1,中性,76,16,https://example.com/yuqing?yuqingId=2510421051&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
经济日报,其他,B站发布2023年第四季度财报，营收同比增长8%,2023-10-05,B站今日宣布，将在未来5年内投资15亿元用于研发创新和市场拓展。公司表示，这一投资将有助于保持其在技术领域的领先地位，推动公司长期健康发展。,B站,1,中性,70,24,https://example.com/yuqing?yuqingId=8744278541&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
36氪,其他,B站宣布创新驱动计划，培养行业人才,2024-02-17,B站昨日举办新品发布会，推出全新产品系列。新产品采用了最新的区块链技术，具有更高的性能和更好的用户体验，有望引领行业创新发展。,B站,1,中性,63,17,https://example.com/yuqing?yuqingId=9425278592&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
经济日报,其他,B站宣布重大投资计划，布局未来发展,2023-11-21,B站今日发布2023年第二季度财报，数据显示公司营收同比增长50%，净利润同比增长25%，远超市场预期。公司表示，增长主要得益于核心业务的强劲表现和新业务的快速发展。,B站,1,中性,83,17,https://example.com/yuqing?yuqingId=3978357891&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
界面新闻,其他,B站获得行业权威奖项，彰显技术实力,2025-06-18,"B站今日宣布推出""创新驱动""计划，目标是推动技术创新。该计划将涵盖人才培养、生态建设等多个方面，预计将投入74亿元。",B站,1,中性,58,17,https://example.com/yuqing?yuqingId=6651039868&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
新浪财经,新闻,B站发布2026年第三季度财报，营收同比增长39%,2026-03-23,"B站今日宣布推出""数字转型""计划，目标是实现碳中和。该计划将涵盖技术研发、市场拓展等多个方面，预计将投入69亿元。",B站,1,中性,57,25,https://example.com/yuqing?yuqingId=4409836940&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
科技日报,其他,B站宣布绿色发展计划，提升数字化水平,2025-09-26,"在近日举办的行业大会上，B站凭借其在技术创新和产品质量方面的卓越表现，获得了""最佳企业奖""。这一奖项的获得，充分彰显了B站在行业内的技术实力和领先地位。",B站,1,中性,76,18,https://example.com/yuqing?yuqingId=6391984705&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
证券时报,其他,B站达成新合作,2023-08-17,近日，B站在业务发展方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,B站,1,中性,41,7,https://example.com/yuqing?yuqingId=9322394156&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
证券时报,其他,B站推出全新产品，口碑良好,2024-01-27,B站昨日举办新品发布会，推出全新产品系列。新产品采用了最新的云计算技术，具有更高的性能和更好的用户体验，有望引领行业创新发展。,B站,1,中性,63,13,https://example.com/yuqing?yuqingId=2486007553&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
界面新闻,其他,B站旗下智能硬件业务实现快速增长,2024-11-22,B站旗下智能硬件业务2024年第三季度实现快速增长，营收同比增长9%。增长主要得益于成本控制的优化。,B站,1,中性,50,16,https://example.com/yuqing?yuqingId=2988437267&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
36氪,其他,B站推出全新产品，分析师普遍看好,2024-09-03,"B站今日宣布推出""数字转型""计划，目标是培养行业人才。该计划将涵盖技术研发、市场拓展等多个方面，预计将投入43亿元。",B站,1,中性,58,16,https://example.com/yuqing?yuqingId=3274907931&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
新浪财经,新闻,B站发布2024年第四季度财报，营收同比增长11%,2024-04-02,B站研究院今日宣布在量子计算领域取得重大突破，成功发表了重要论文。这一成果标志着B站在该领域的研究进入国内领先行列。,B站,1,中性,58,25,https://example.com/yuqing?yuqingId=8509455492&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,新闻,B站
36氪,其他,B站在云计算领域取得突破,2025-04-03,B站昨日举办新品发布会，推出全新产品系列。新产品采用了最新的量子计算技术，具有更高的性能和更好的用户体验，有望引领行业创新发展。,B站,1,中性,64,12,https://example.com/yuqing?yuqingId=4768208368&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
界面新闻,其他,B站业务规模突破1亿用户,2023-08-10,"在近日举办的行业大会上，B站凭借其在技术创新和产品质量方面的卓越表现，获得了""卓越领导力奖""。这一奖项的获得，充分彰显了B站在行业内的技术实力和领先地位。",B站,1,中性,77,12,https://example.com/yuqing?yuqingId=7835357338&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
科技日报,其他,B站业务规模突破500亿元,2024-04-26,B站今日宣布，将在未来2年内投资40亿元用于研发创新和市场拓展。公司表示，这一投资将有助于保持其在技术领域的领先地位，推动公司长期健康发展。,B站,1,中性,70,13,https://example.com/yuqing?yuqingId=5477726977&keyword=B%E7%AB%99,2026-01-02 19:09:49,,2,其他,B站
科技日报,其他,LG旗下智能硬件业务实现快速增长,2023-03-07,LG研究院今日宣布在5G领域取得重大突破，成功发表了重要论文。这一成果标志着LG在该领域的研究进入国内领先行列。,LG,1,中性,56,16,https://example.com/yuqing?yuqingId=4917531264&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG获得行业权威奖项，彰显技术实力,2023-09-12,"LG今日宣布推出""绿色发展""计划，目标是培养行业人才。该计划将涵盖人才培养、生态建设等多个方面，预计将投入30亿元。",LG,1,中性,58,17,https://example.com/yuqing?yuqingId=9386287760&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG与美团达成战略合作,2025-10-19,"在近日举办的行业大会上，LG凭借其在技术创新和产品质量方面的卓越表现，获得了""卓越领导力奖""。这一奖项的获得，充分彰显了LG在行业内的技术实力和领先地位。",LG,1,中性,77,11,https://example.com/yuqing?yuqingId=3226228534&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
爱企查,其他,LG达成新合作,2024-06-06,近日，LG在技术创新方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,LG,1,中性,41,7,https://example.com/yuqing?yuqingId=6513087403&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
爱企查,其他,LG推出新产品,2026-08-11,近日，LG在技术创新方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,LG,1,中性,41,7,https://example.com/yuqing?yuqingId=4780484543&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG获得行业权威奖项，彰显技术实力,2023-08-04,LG研究院今日宣布在人工智能领域取得重大突破，成功获得了专利授权。这一成果标志着LG在该领域的研究进入国内领先行列。,LG,1,中性,58,17,https://example.com/yuqing?yuqingId=3473537400&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
经济日报,其他,LG宣布重大投资计划，布局未来发展,2023-02-21,"在近日举办的行业大会上，LG凭借其在技术创新和产品质量方面的卓越表现，获得了""社会责任奖""。这一奖项的获得，充分彰显了LG在行业内的技术实力和领先地位。",LG,1,中性,76,17,https://example.com/yuqing?yuqingId=8436674980&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
爱企查,其他,LG业务规模突破1000亿元,2023-05-16,近日，LG宣布与百度达成战略合作，双方将在技术研发、市场拓展等领域展开深度合作。此次合作将有助于LG进一步提升市场竞争力。,LG,1,中性,61,14,https://example.com/yuqing?yuqingId=1981425678&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG在云计算领域取得突破,2023-06-07,LG研究院今日宣布在云计算领域取得重大突破，成功实现了关键突破。这一成果标志着LG在该领域的研究进入国内领先行列。,LG,1,中性,57,12,https://example.com/yuqing?yuqingId=7657018556&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
爱企查,其他,LG旗下云服务业务实现快速增长,2024-08-23,LG今日发布2024年第一季度财报，数据显示公司营收同比增长28%，净利润同比增长11%，远超市场预期。公司表示，增长主要得益于核心业务的强劲表现和新业务的快速发展。,LG,1,中性,83,15,https://example.com/yuqing?yuqingId=7874765926&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
36氪,其他,LG宣布重大投资计划，布局未来发展,2026-04-17,近日，LG宣布与小米达成战略合作，双方将在技术研发、市场拓展等领域展开深度合作。此次合作将有助于LG进一步提升市场竞争力。,LG,1,中性,61,17,https://example.com/yuqing?yuqingId=6860716621&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
证券时报,其他,LG在智能制造领域取得突破,2026-12-10,LG旗下智能硬件业务2026年第四季度实现快速增长，营收同比增长27%。增长主要得益于全球化战略的成功。,LG,1,中性,52,13,https://example.com/yuqing?yuqingId=4388056997&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
新浪财经,新闻,LG获得行业权威奖项，彰显技术实力,2024-05-10,LG今日发布2024年第三季度财报，数据显示公司营收同比增长9%，净利润同比增长60%，远超市场预期。公司表示，增长主要得益于核心业务的强劲表现和新业务的快速发展。,LG,1,中性,82,17,https://example.com/yuqing?yuqingId=8589189515&keyword=LG,2026-01-02 19:23:37,,3,新闻,LG
新浪财经,新闻,LG宣布重大投资计划，布局未来发展,2026-11-14,LG今日宣布其电商业务规模突破100亿元，成为行业内的重要参与者。业务负责人表示，将继续扩大市场份额。,LG,1,中性,51,17,https://example.com/yuqing?yuqingId=7553657683&keyword=LG,2026-01-02 19:23:37,,3,新闻,LG
界面新闻,其他,LG与美团达成战略合作,2025-04-19,LG旗下自动驾驶业务2025年第一季度实现快速增长，营收同比增长42%。增长主要得益于新业务的快速发展。,LG,1,中性,52,11,https://example.com/yuqing?yuqingId=4647443001&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
科技日报,其他,LG宣布创新驱动计划，培养行业人才,2023-07-25,LG今日发布2023年第三季度财报，数据显示公司营收同比增长15%，净利润同比增长15%，远超市场预期。公司表示，增长主要得益于核心业务的强劲表现和新业务的快速发展。,LG,1,中性,83,17,https://example.com/yuqing?yuqingId=3742960254&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
36氪,其他,LG与中国联通达成战略合作,2023-06-19,"在近日举办的行业大会上，LG凭借其在技术创新和产品质量方面的卓越表现，获得了""社会责任奖""。这一奖项的获得，充分彰显了LG在行业内的技术实力和领先地位。",LG,1,中性,76,13,https://example.com/yuqing?yuqingId=1810652927&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
新浪财经,新闻,LG推出全新产品，销量创新高,2025-01-25,"在近日举办的行业大会上，LG凭借其在技术创新和产品质量方面的卓越表现，获得了""卓越领导力奖""。这一奖项的获得，充分彰显了LG在行业内的技术实力和领先地位。",LG,1,中性,77,14,https://example.com/yuqing?yuqingId=5792546405&keyword=LG,2026-01-02 19:23:37,,3,新闻,LG
经济日报,其他,LG取得新进展,2025-01-17,近日，LG在市场拓展方面取得了新的进展。公司表示，将继续努力，推动企业高质量发展。,LG,1,中性,41,7,https://example.com/yuqing?yuqingId=8299702910&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG旗下云服务业务实现快速增长,2024-06-22,LG研究院今日宣布在云计算领域取得重大突破，成功发表了重要论文。这一成果标志着LG在该领域的研究进入国内领先行列。,LG,1,中性,57,15,https://example.com/yuqing?yuqingId=7769345606&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
经济日报,其他,LG旗下智能硬件业务实现快速增长,2025-10-18,"在近日举办的行业大会上，LG凭借其在技术创新和产品质量方面的卓越表现，获得了""最佳企业奖""。这一奖项的获得，充分彰显了LG在行业内的技术实力和领先地位。",LG,1,中性,76,16,https://example.com/yuqing?yuqingId=1139296713&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
36氪,其他,LG旗下自动驾驶业务实现快速增长,2026-03-06,LG今日宣布其自动驾驶业务规模突破500亿元，成为行业内的重要参与者。业务负责人表示，将继续扩大市场份额。,LG,1,中性,53,16,https://example.com/yuqing?yuqingId=5401332746&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
爱企查,其他,LG业务规模突破100亿元,2025-01-12,LG今日宣布其自动驾驶业务规模突破100亿元，成为行业内的重要参与者。业务负责人表示，将继续扩大市场份额。,LG,1,中性,53,13,https://example.com/yuqing?yuqingId=8556233465&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG推出全新产品，销量创新高,2025-09-17,LG研究院今日宣布在5G领域取得重大突破，成功实现了关键突破。这一成果标志着LG在该领域的研究进入国内领先行列。,LG,1,中性,56,14,https://example.com/yuqing?yuqingId=5084488831&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
36氪,其他,LG在智能制造领域取得突破,2024-10-20,"LG今日宣布推出""数字转型""计划，目标是实现碳中和。该计划将涵盖社会责任、可持续发展等多个方面，预计将投入23亿元。",LG,1,中性,58,13,https://example.com/yuqing?yuqingId=1888986663&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
界面新闻,其他,LG宣布重大投资计划，布局未来发展,2024-11-03,LG昨日举办新品发布会，推出全新产品系列。新产品采用了最新的大数据技术，具有更高的性能和更好的用户体验，有望引领行业创新发展。,LG,1,中性,63,17,https://example.com/yuqing?yuqingId=9962394303&keyword=LG,2026-01-02 19:23:37,,3,其他,LG
